protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,srv_rerror_rate,dst_host_count,dst_host_srv_count,class
1,15,2,0.0,0.0,200.0,13.0,1.0,255,13,0
1,16,4,26.0,157.0,1.0,1.0,0.0,218,107,0
1,0,1,0.0,0.0,209.0,4.0,1.0,255,4,0
2,42,4,105.0,146.0,1.0,1.0,0.0,192,191,0
1,20,4,280.0,303.0,2.0,2.0,0.0,255,250,1
1,59,1,0.0,0.0,217.0,9.0,1.0,255,9,0
1,20,4,353.0,1203.0,4.0,4.0,0.0,255,255,1
1,17,4,12.0,0.0,1.0,1.0,0.0,7,7,0
1,20,4,276.0,1183.0,3.0,3.0,0.0,47,172,1
2,42,4,105.0,0.0,1.0,1.0,0.0,52,51,1
1,20,4,227.0,1699.0,7.0,7.0,0.0,7,255,1
2,42,4,43.0,0.0,2.0,2.0,0.0,255,255,0
1,42,1,0.0,0.0,195.0,3.0,1.0,255,3,0
1,20,4,258.0,2007.0,10.0,10.0,0.0,71,255,1
1,20,4,276.0,1973.0,34.0,34.0,0.0,255,255,1
1,17,4,12.0,0.0,1.0,1.0,0.0,8,7,0
1,1,1,0.0,0.0,202.0,10.0,1.0,255,10,0
1,42,1,0.0,0.0,124.0,12.0,1.0,255,12,0
1,17,4,12.0,0.0,1.0,1.0,0.0,22,5,0
1,42,1,0.0,0.0,252.0,19.0,1.0,138,19,0
1,52,2,0.0,0.0,266.0,17.0,1.0,255,17,0
1,16,4,26.0,157.0,1.0,1.0,0.0,179,85,0
0,11,4,18.0,0.0,1.0,1.0,0.0,1,50,0
1,57,1,0.0,0.0,211.0,15.0,1.0,255,15,0
1,20,4,347.0,521.0,4.0,4.0,0.0,255,255,1
1,42,3,0.0,0.0,1.0,1.0,1.0,133,1,0
1,42,1,0.0,0.0,145.0,17.0,1.0,244,17,0
1,42,2,0.0,0.0,140.0,17.0,1.0,255,17,0
1,42,1,0.0,0.0,212.0,19.0,1.0,255,19,0
2,42,4,46.0,51.0,20.0,20.0,0.0,255,255,1
1,17,4,12.0,0.0,1.0,1.0,0.0,8,15,0
1,42,1,0.0,0.0,221.0,2.0,1.0,255,2,0
1,40,2,0.0,36.0,1.0,1.0,1.0,181,59,0
1,20,4,362.0,677.0,10.0,10.0,0.0,106,231,1
1,58,1,0.0,0.0,290.0,16.0,1.0,255,16,0
1,42,1,0.0,0.0,213.0,8.0,1.0,255,8,0
2,42,4,105.0,146.0,1.0,1.0,0.0,100,99,1
1,20,4,204.0,1762.0,17.0,17.0,0.0,233,255,1
1,42,1,0.0,0.0,242.0,16.0,1.0,255,16,0
1,20,4,373.0,432.0,21.0,21.0,0.0,255,255,1
1,42,1,0.0,0.0,205.0,12.0,1.0,255,12,0
1,42,1,0.0,0.0,131.0,20.0,1.0,255,20,0
1,42,1,0.0,0.0,136.0,14.0,1.0,255,14,0
1,52,4,122.0,174.0,1.0,1.0,0.0,255,182,0
1,42,1,0.0,0.0,253.0,11.0,1.0,255,11,0
1,20,1,0.0,0.0,264.0,20.0,1.0,255,20,0
1,42,1,0.0,0.0,197.0,5.0,1.0,255,5,0
1,32,1,0.0,0.0,103.0,2.0,1.0,255,2,0
1,42,1,0.0,0.0,230.0,9.0,1.0,255,9,0
1,42,1,0.0,0.0,108.0,2.0,1.0,255,2,0
1,30,1,0.0,0.0,195.0,5.0,1.0,255,5,0
1,42,1,0.0,0.0,123.0,17.0,1.0,255,17,0
1,20,4,339.0,396.0,11.0,11.0,0.0,255,255,1
1,46,4,642.0,331.0,1.0,1.0,0.0,111,140,1
2,42,4,49.0,0.0,1.0,1.0,0.0,255,255,0
1,42,1,0.0,0.0,246.0,9.0,1.0,255,9,0
2,42,4,105.0,0.0,1.0,1.0,0.0,255,253,1
1,20,4,285.0,1892.0,7.0,7.0,0.0,255,255,1
1,42,1,0.0,0.0,141.0,19.0,1.0,255,19,0
1,52,4,123.0,174.0,2.0,2.0,0.0,255,255,0
1,42,1,0.0,0.0,216.0,3.0,1.0,188,3,0
1,42,1,0.0,0.0,282.0,2.0,1.0,255,2,0
1,42,1,0.0,0.0,270.0,5.0,1.0,255,5,0
1,20,4,310.0,1656.0,29.0,29.0,0.0,29,255,1
1,20,4,234.0,1905.0,4.0,4.0,0.0,34,255,1
1,20,4,315.0,773.0,32.0,32.0,0.0,255,255,1
1,40,4,30.0,217.0,1.0,1.0,0.0,255,2,0
1,20,1,0.0,0.0,256.0,19.0,1.0,255,19,0
1,39,1,0.0,0.0,254.0,5.0,1.0,255,5,0
2,42,4,105.0,0.0,1.0,1.0,0.0,255,251,0
1,20,4,268.0,1014.0,4.0,4.0,0.0,255,255,1
1,0,1,0.0,0.0,250.0,9.0,1.0,255,9,0
1,20,4,222.0,827.0,7.0,7.0,0.0,38,255,1
1,42,1,0.0,0.0,103.0,9.0,1.0,255,9,0
1,38,3,0.0,0.0,1.0,1.0,1.0,255,1,1
1,42,1,0.0,0.0,224.0,2.0,1.0,255,2,0
2,38,4,23.0,0.0,1.0,1.0,0.0,255,1,0
1,15,2,0.0,0.0,196.0,9.0,1.0,255,9,0
1,20,4,221.0,310.0,6.0,6.0,0.0,168,255,1
1,20,4,239.0,2049.0,2.0,2.0,0.0,255,255,1
1,20,4,222.0,1680.0,4.0,4.0,0.0,255,255,1
1,20,4,206.0,601.0,9.0,9.0,0.0,158,255,1
1,20,4,211.0,740.0,3.0,3.0,0.0,3,255,1
1,46,4,0.0,83.0,1.0,1.0,0.0,18,103,1
2,42,4,105.0,147.0,1.0,1.0,0.0,255,248,0
1,52,4,119.0,188.0,2.0,2.0,0.0,255,33,0
1,42,1,0.0,0.0,210.0,3.0,1.0,255,3,0
2,42,4,1.0,0.0,32.0,11.0,0.0,255,11,1
1,42,1,0.0,0.0,102.0,19.0,1.0,255,19,0
1,20,4,317.0,303.0,21.0,21.0,0.0,21,255,1
1,42,1,0.0,0.0,254.0,12.0,1.0,255,12,0
1,20,4,207.0,638.0,14.0,14.0,0.0,255,255,1
1,49,2,0.0,0.0,234.0,4.0,1.0,255,4,0
1,7,2,0.0,0.0,202.0,1.0,1.0,255,1,0
0,55,4,36.0,0.0,1.0,1.0,0.0,138,37,1
1,22,1,0.0,0.0,217.0,17.0,1.0,255,17,0
1,52,4,123.0,174.0,2.0,2.0,0.0,255,49,0
1,42,1,0.0,0.0,101.0,18.0,1.0,255,18,0
2,42,4,105.0,147.0,1.0,1.0,0.0,237,235,0
2,42,4,47.0,0.0,1.0,1.0,0.0,255,255,0
1,42,1,0.0,0.0,252.0,11.0,1.0,255,11,0
1,30,1,0.0,0.0,213.0,18.0,1.0,255,18,0
1,1,4,13.0,38.0,1.0,1.0,0.0,142,3,1
1,20,4,222.0,1420.0,11.0,11.0,0.0,72,255,1
1,42,3,0.0,0.0,1.0,1.0,1.0,255,1,0
1,17,4,252.0,0.0,2.0,2.0,0.0,65,7,1
1,42,1,0.0,0.0,113.0,2.0,1.0,255,2,0
1,20,4,241.0,197.0,1.0,1.0,0.0,1,123,1
1,20,4,343.0,1202.0,1.0,1.0,0.0,196,255,1
1,16,2,0.0,0.0,111.0,6.0,1.0,255,6,0
1,20,4,351.0,699.0,36.0,36.0,0.0,255,255,1
1,42,1,0.0,0.0,246.0,11.0,1.0,255,11,0
1,20,4,245.0,453.0,3.0,3.0,0.0,255,255,1
1,42,1,0.0,0.0,260.0,18.0,1.0,255,18,0
1,42,1,0.0,0.0,165.0,5.0,1.0,255,5,0
1,20,4,193.0,1478.0,1.0,1.0,0.0,223,220,1
1,20,4,237.0,807.0,18.0,18.0,0.0,255,255,1
1,20,4,208.0,567.0,10.0,10.0,0.0,34,217,1
2,42,4,105.0,147.0,1.0,1.0,0.0,43,42,0
1,20,4,334.0,276.0,3.0,3.0,0.0,255,245,1
1,57,1,0.0,0.0,291.0,9.0,1.0,255,9,0
1,17,4,12.0,0.0,1.0,1.0,0.0,7,25,0
1,20,4,245.0,2090.0,11.0,11.0,0.0,255,255,1
1,52,4,121.0,174.0,1.0,1.0,0.0,255,112,0
1,16,4,26.0,157.0,1.0,1.0,0.0,255,129,0
1,42,1,0.0,0.0,222.0,19.0,1.0,255,19,0
2,42,4,46.0,0.0,6.0,6.0,0.0,255,255,0
1,20,4,321.0,1939.0,4.0,4.0,0.0,22,255,1
1,46,4,135.0,242.0,1.0,1.0,0.0,9,7,1
1,42,1,0.0,0.0,208.0,11.0,1.0,255,11,0
2,42,4,105.0,146.0,1.0,1.0,0.0,169,168,0
1,42,1,0.0,0.0,258.0,17.0,1.0,255,17,0
1,42,1,0.0,0.0,108.0,13.0,1.0,255,13,0
1,20,4,202.0,1320.0,37.0,37.0,0.0,50,255,1
1,20,4,241.0,775.0,7.0,7.0,0.0,255,255,1
1,42,1,0.0,0.0,273.0,7.0,1.0,255,7,0
1,20,4,259.0,2169.0,1.0,1.0,0.0,255,229,1
1,17,4,12.0,0.0,1.0,1.0,0.0,14,21,0
1,52,4,122.0,174.0,1.0,1.0,0.0,255,25,0
1,42,1,0.0,0.0,132.0,5.0,1.0,255,5,0
1,42,1,0.0,0.0,208.0,7.0,1.0,255,7,0
1,52,4,120.0,174.0,1.0,1.0,0.0,255,115,0
1,20,4,287.0,678.0,28.0,28.0,0.0,28,255,1
1,52,4,124.0,174.0,1.0,1.0,0.0,255,2,0
1,14,2,0.0,0.0,115.0,2.0,1.0,255,2,0
1,42,1,0.0,0.0,248.0,20.0,1.0,255,20,0
0,11,4,18.0,0.0,1.0,1.0,0.0,1,253,0
1,27,1,0.0,0.0,249.0,17.0,1.0,255,17,0
1,16,4,26.0,157.0,1.0,1.0,0.0,131,61,0
1,20,4,225.0,1341.0,11.0,11.0,0.0,255,255,1
1,42,2,0.0,0.0,260.0,20.0,1.0,255,20,0
1,20,4,212.0,1795.0,4.0,4.0,0.0,21,255,1
2,42,4,46.0,46.0,2.0,2.0,0.0,255,254,0
1,52,2,0.0,0.0,226.0,12.0,1.0,255,12,0
1,20,4,235.0,1380.0,3.0,3.0,0.0,255,234,1
1,20,4,361.0,1241.0,25.0,25.0,0.0,82,224,1
1,15,4,10.0,283.0,1.0,1.0,0.0,255,2,1
1,28,2,0.0,0.0,101.0,9.0,1.0,255,9,0
1,42,1,0.0,0.0,148.0,16.0,1.0,255,16,0
2,38,4,115.0,0.0,13.0,13.0,0.0,244,13,1
1,57,1,0.0,0.0,234.0,2.0,1.0,255,2,0
1,20,4,340.0,283.0,5.0,5.0,0.0,255,232,1
1,42,1,0.0,0.0,216.0,11.0,1.0,255,11,0
1,20,4,215.0,171.0,12.0,12.0,0.0,96,255,1
1,17,4,190.0,0.0,2.0,2.0,0.0,43,13,1
1,20,4,331.0,1299.0,33.0,33.0,0.0,255,255,1
2,42,4,105.0,146.0,1.0,1.0,0.0,255,251,0
0,11,4,30.0,0.0,1.0,1.0,0.0,18,18,1
1,57,1,0.0,0.0,281.0,17.0,1.0,255,17,0
1,20,4,317.0,1203.0,2.0,2.0,0.0,37,255,1
1,20,4,223.0,1317.0,19.0,19.0,0.0,186,255,1
1,52,4,125.0,174.0,1.0,1.0,0.0,255,12,0
1,3,1,0.0,0.0,130.0,18.0,1.0,255,18,0
1,20,4,338.0,350.0,14.0,14.0,0.0,255,255,1
1,17,4,11.0,0.0,2.0,2.0,0.0,255,4,1
1,42,1,0.0,0.0,139.0,8.0,1.0,255,8,0
1,42,1,0.0,0.0,243.0,7.0,1.0,255,7,0
1,42,1,0.0,0.0,134.0,14.0,1.0,255,14,0
1,20,4,316.0,2147.0,2.0,2.0,0.0,45,245,1
1,20,4,250.0,1359.0,2.0,2.0,0.0,8,250,1
1,46,4,0.0,84.0,1.0,1.0,0.0,26,130,1
1,17,4,12.0,0.0,1.0,1.0,0.0,1,8,0
1,42,1,0.0,0.0,120.0,20.0,1.0,255,20,0
1,42,1,0.0,0.0,217.0,1.0,1.0,255,1,0
1,20,4,320.0,454.0,8.0,8.0,0.0,255,255,1
1,42,1,0.0,0.0,296.0,3.0,1.0,255,3,0
1,20,4,218.0,983.0,18.0,18.0,0.0,255,255,1
1,17,4,12.0,0.0,2.0,2.0,0.0,2,4,0
1,20,4,214.0,949.0,4.0,4.0,0.0,55,247,1
1,20,4,222.0,1718.0,4.0,4.0,0.0,255,255,1
1,14,2,0.0,0.0,120.0,1.0,1.0,255,1,0
1,42,1,0.0,0.0,144.0,8.0,1.0,255,8,0
1,20,4,217.0,426.0,5.0,5.0,0.0,58,243,1
1,17,4,192.0,0.0,2.0,2.0,0.0,93,51,1
1,42,1,0.0,0.0,273.0,10.0,1.0,255,10,0
1,42,1,0.0,0.0,118.0,15.0,1.0,255,15,0
2,42,4,105.0,146.0,1.0,1.0,0.0,255,252,0
1,17,4,12.0,0.0,2.0,2.0,0.0,7,6,0
1,42,1,0.0,0.0,269.0,13.0,1.0,255,13,0
1,42,1,0.0,0.0,228.0,14.0,1.0,255,14,0
1,52,4,123.0,174.0,2.0,2.0,0.0,255,254,0
1,23,1,0.0,0.0,258.0,16.0,1.0,255,16,0
1,42,1,0.0,0.0,136.0,19.0,1.0,255,19,0
1,42,1,0.0,0.0,266.0,16.0,1.0,255,16,0
1,42,1,0.0,0.0,272.0,16.0,1.0,255,16,0
2,42,4,105.0,147.0,3.0,3.0,0.0,255,254,1
1,42,1,0.0,0.0,149.0,20.0,1.0,255,20,0
1,42,1,0.0,0.0,236.0,12.0,1.0,255,12,0
1,4,1,0.0,0.0,257.0,2.0,1.0,255,2,0
1,17,4,192.0,0.0,2.0,2.0,0.0,79,4,1
1,20,4,285.0,280.0,3.0,3.0,0.0,255,255,1
1,1,1,0.0,0.0,251.0,18.0,1.0,255,18,0
1,42,1,0.0,0.0,221.0,8.0,1.0,255,8,0
1,42,1,0.0,0.0,194.0,3.0,1.0,255,3,0
1,42,1,0.0,0.0,254.0,1.0,1.0,255,1,0
1,42,1,0.0,0.0,141.0,17.0,1.0,255,17,0
0,11,4,18.0,0.0,1.0,1.0,0.0,1,67,0
1,42,1,0.0,0.0,213.0,10.0,1.0,255,10,0
1,42,1,0.0,0.0,150.0,7.0,1.0,255,7,0
1,42,1,0.0,0.0,94.0,2.0,1.0,255,2,0
1,42,1,0.0,0.0,115.0,19.0,1.0,255,19,0
2,42,4,105.0,146.0,1.0,1.0,0.0,255,254,0
1,20,4,304.0,1380.0,3.0,3.0,0.0,255,220,1
1,42,1,0.0,0.0,269.0,11.0,1.0,255,11,0
1,42,1,0.0,0.0,293.0,8.0,1.0,255,8,0
2,42,4,43.0,0.0,4.0,4.0,0.0,255,254,0
1,16,4,26.0,157.0,1.0,1.0,0.0,74,42,0
1,20,4,310.0,1512.0,11.0,11.0,0.0,173,255,1
1,20,4,224.0,595.0,2.0,2.0,0.0,2,255,1
1,20,4,193.0,313.0,31.0,31.0,0.0,81,255,1
2,42,4,45.0,45.0,2.0,2.0,0.0,255,255,0
1,54,2,0.0,0.0,233.0,8.0,1.0,255,8,0
2,42,4,105.0,0.0,1.0,1.0,0.0,255,254,0
1,20,4,298.0,283.0,1.0,1.0,0.0,255,255,1
1,26,1,0.0,0.0,250.0,2.0,1.0,255,2,0
2,42,4,105.0,145.0,1.0,1.0,0.0,255,254,1
2,42,4,105.0,147.0,1.0,1.0,0.0,255,254,1
1,20,4,340.0,29.0,7.0,7.0,0.0,82,255,1
1,52,4,119.0,174.0,3.0,3.0,0.0,255,69,0
1,20,4,239.0,1611.0,19.0,19.0,0.0,42,106,1
1,42,1,0.0,0.0,271.0,6.0,1.0,255,6,0
1,42,1,0.0,0.0,224.0,3.0,1.0,255,3,0
1,4,1,0.0,0.0,232.0,3.0,1.0,255,3,0
1,43,1,0.0,0.0,235.0,3.0,1.0,255,3,0
1,20,4,325.0,1482.0,17.0,17.0,0.0,172,242,1
1,42,1,0.0,0.0,236.0,19.0,1.0,255,19,0
1,42,1,0.0,0.0,107.0,12.0,1.0,255,12,0
1,42,1,0.0,0.0,152.0,19.0,1.0,255,19,0
1,42,1,0.0,0.0,250.0,15.0,1.0,255,15,0
1,42,1,0.0,0.0,170.0,10.0,1.0,255,10,0
1,1,1,0.0,0.0,249.0,11.0,1.0,255,11,0
1,48,1,0.0,0.0,230.0,18.0,1.0,255,18,0
1,25,1,0.0,0.0,141.0,15.0,1.0,255,15,0
1,42,1,0.0,0.0,108.0,20.0,1.0,255,20,0
2,42,4,45.0,0.0,5.0,5.0,0.0,255,255,0
1,20,4,298.0,1119.0,22.0,22.0,0.0,51,255,1
1,42,1,0.0,0.0,224.0,16.0,1.0,255,16,0
1,20,4,327.0,1885.0,8.0,8.0,0.0,185,255,1
1,17,4,81.0,0.0,1.0,1.0,0.0,31,19,1
1,20,4,213.0,2131.0,3.0,3.0,0.0,23,255,1
1,42,1,0.0,0.0,246.0,15.0,1.0,255,15,0
1,42,1,0.0,0.0,149.0,9.0,1.0,255,9,0
1,20,4,164.0,366.0,1.0,1.0,0.0,8,255,1
1,20,4,352.0,705.0,1.0,1.0,0.0,213,255,1
1,52,4,122.0,174.0,1.0,1.0,0.0,255,255,0
0,11,4,18.0,0.0,1.0,1.0,0.0,1,11,0
1,40,4,30.0,217.0,1.0,1.0,0.0,50,11,0
1,1,4,9.0,34.0,1.0,1.0,0.0,1,1,0
1,42,1,0.0,0.0,114.0,6.0,1.0,255,6,0
1,20,4,361.0,1234.0,24.0,24.0,0.0,255,255,1
1,42,1,0.0,0.0,292.0,3.0,1.0,255,3,0
1,42,1,0.0,0.0,232.0,11.0,1.0,255,11,0
1,38,1,0.0,0.0,1.0,1.0,1.0,255,18,0
1,20,4,210.0,801.0,15.0,15.0,0.0,173,255,1
1,42,1,0.0,0.0,111.0,5.0,1.0,255,5,0
1,20,4,313.0,1732.0,2.0,2.0,0.0,255,255,1
1,20,4,276.0,608.0,6.0,6.0,0.0,72,255,1
1,20,4,237.0,1689.0,10.0,10.0,0.0,114,255,1
1,20,4,249.0,308.0,24.0,24.0,0.0,98,255,1
1,42,1,0.0,0.0,115.0,4.0,1.0,255,4,0
1,20,4,208.0,170.0,23.0,23.0,0.0,180,255,1
1,20,4,236.0,1665.0,11.0,11.0,0.0,32,255,1
2,42,4,105.0,147.0,1.0,1.0,0.0,255,252,0
1,42,1,0.0,0.0,108.0,3.0,1.0,255,3,0
2,42,4,105.0,0.0,1.0,1.0,0.0,9,9,1
1,20,4,210.0,454.0,1.0,1.0,0.0,119,255,1
1,42,1,0.0,0.0,222.0,17.0,1.0,255,17,0
1,15,4,5.0,136.0,1.0,1.0,0.0,41,1,1
1,42,1,0.0,0.0,119.0,1.0,1.0,255,1,0
1,42,1,0.0,0.0,256.0,1.0,1.0,255,1,0
0,11,4,18.0,0.0,1.0,1.0,0.0,1,82,0
1,15,2,0.0,0.0,33.0,8.0,1.0,255,68,0
1,42,1,0.0,0.0,122.0,2.0,1.0,255,2,0
1,20,4,228.0,734.0,3.0,3.0,0.0,7,255,1
1,20,4,302.0,258.0,2.0,2.0,0.0,247,119,1
1,47,1,0.0,0.0,199.0,12.0,1.0,255,12,0
2,42,4,105.0,0.0,1.0,1.0,0.0,235,233,1
1,20,4,282.0,263.0,1.0,1.0,0.0,28,28,1
1,58,1,0.0,0.0,120.0,4.0,1.0,255,4,0
1,57,1,0.0,0.0,219.0,2.0,1.0,255,2,0
1,42,1,0.0,0.0,269.0,10.0,1.0,255,10,0
1,42,1,0.0,0.0,228.0,20.0,1.0,255,20,0
1,20,4,209.0,1068.0,6.0,6.0,0.0,48,243,1
2,42,4,105.0,145.0,2.0,2.0,0.0,255,255,1
1,20,4,352.0,383.0,18.0,18.0,0.0,39,253,1
1,45,2,0.0,0.0,124.0,4.0,1.0,255,4,0
1,20,4,296.0,511.0,1.0,1.0,0.0,8,255,1
1,17,1,0.0,0.0,244.0,20.0,1.0,255,20,0
1,20,4,288.0,1769.0,32.0,32.0,0.0,255,255,1
1,42,1,0.0,0.0,252.0,13.0,1.0,255,13,0
1,38,1,0.0,0.0,1.0,1.0,1.0,255,45,0
1,20,4,207.0,709.0,10.0,10.0,0.0,10,117,1
1,42,1,0.0,0.0,254.0,9.0,1.0,255,9,0
1,17,4,245.0,0.0,2.0,2.0,0.0,88,16,1
1,42,1,0.0,0.0,291.0,13.0,1.0,255,13,0
1,20,4,287.0,1434.0,5.0,5.0,0.0,158,255,1
1,15,4,6.0,138.0,1.0,1.0,0.0,193,11,1
1,20,4,220.0,273.0,3.0,3.0,0.0,3,13,1
1,42,1,0.0,0.0,240.0,9.0,1.0,255,9,0
1,56,2,0.0,0.0,110.0,6.0,1.0,255,6,0
1,20,4,352.0,661.0,9.0,9.0,0.0,9,177,1
1,42,1,0.0,0.0,104.0,15.0,1.0,255,15,0
1,38,1,0.0,0.0,1.0,1.0,1.0,255,15,0
1,42,1,0.0,0.0,1.0,1.0,1.0,255,1,0
0,12,4,520.0,0.0,5.0,5.0,0.0,255,255,0
1,4,1,0.0,0.0,267.0,14.0,1.0,255,14,0
1,42,1,0.0,0.0,138.0,9.0,1.0,255,9,0
1,18,1,0.0,0.0,277.0,20.0,1.0,255,20,0
1,20,4,281.0,740.0,11.0,11.0,0.0,23,255,1
1,17,4,383.0,0.0,2.0,2.0,0.0,208,23,1
1,38,4,267.0,0.0,1.0,1.0,0.0,255,11,0
1,20,4,232.0,384.0,14.0,14.0,0.0,14,255,1
1,19,1,0.0,0.0,276.0,12.0,1.0,255,12,0
1,42,1,0.0,0.0,244.0,12.0,1.0,255,12,0
2,42,4,45.0,0.0,4.0,4.0,0.0,255,254,0
1,42,1,0.0,0.0,231.0,1.0,1.0,255,1,0
1,28,2,0.0,0.0,138.0,9.0,1.0,255,9,0
1,20,4,324.0,916.0,9.0,9.0,0.0,9,255,1
1,20,4,320.0,555.0,9.0,9.0,0.0,112,255,1
1,42,1,0.0,0.0,224.0,8.0,1.0,255,8,0
1,17,4,12.0,0.0,1.0,1.0,0.0,1,21,0
1,42,1,0.0,0.0,106.0,5.0,1.0,255,5,0
2,42,4,105.0,147.0,1.0,1.0,0.0,140,139,0
2,42,4,49.0,0.0,3.0,3.0,0.0,255,253,0
1,42,1,0.0,0.0,106.0,6.0,1.0,255,6,0
1,42,1,0.0,0.0,271.0,8.0,1.0,255,8,0
1,22,1,0.0,0.0,230.0,4.0,1.0,255,4,0
1,28,2,0.0,0.0,104.0,19.0,1.0,255,19,0
1,20,4,223.0,1512.0,14.0,14.0,0.0,255,255,1
1,42,1,0.0,0.0,207.0,19.0,1.0,255,19,0
1,20,4,35.0,255.0,15.0,15.0,0.93,255,255,0
1,42,1,0.0,0.0,280.0,19.0,1.0,255,19,0
1,38,1,0.0,0.0,1.0,1.0,1.0,76,1,0
1,6,2,0.0,0.0,245.0,3.0,1.0,255,3,0
1,42,1,0.0,0.0,266.0,3.0,1.0,255,3,0
1,20,4,342.0,396.0,22.0,22.0,0.0,226,255,1
1,17,4,9.0,0.0,2.0,2.0,0.0,255,40,1
1,20,4,231.0,1512.0,6.0,6.0,0.0,255,255,1
1,0,1,0.0,0.0,262.0,15.0,1.0,255,15,0
1,20,4,251.0,1955.0,1.0,1.0,0.0,255,255,1
2,42,4,105.0,0.0,1.0,1.0,0.0,255,254,1
1,20,4,330.0,468.0,19.0,19.0,0.0,255,255,1
1,17,4,12.0,0.0,2.0,2.0,0.0,23,10,0
1,59,1,0.0,0.0,277.0,17.0,1.0,255,17,0
